article_text,article_id,article_URL,article_heading,category,article_date,article_page,article_page_sequence,article_Trove_URL,article_snippet,article_title_id,article_title_title,article_relevance_score,article_relevance_value
"Geslaogde immigrant helpt pas aangekqmen '~~ jong paartje v MELBOURNE, Vic — Een kok, die 17 jaar geleden in Australie arriyeerde met twee koffers, zijn bruid en $ 50, heeft nu een kok, die in bijna dezelfde omstan digheden verkeerde, werk gegeven. De man, die 17 jaar gele den hier kwam, is Frank de Koning, die thans als 'group merchandise co ordinator' een leidende functie heeft bij Myer's. Toen Frank de Koning van de Weense kok Harald Beran en zijn vrouw Christl.beiden 23, een foto in de. 'Herald' zag, sohreef hij naar het oritvangstcen trum Bonegilla en vroeg hen voor een interview naar Melbourne te-komen. Dit deden zij en Harald kreeg -werk als een kok. Christl kreeg werk in een andere afdeling. ' Frank de Konirigs reis per schip naar Australie was tevens zijn huwelijks reis. Hij was met 33 man nen ondergebracht In een zaal en zijn vrouw met 23 andere vrouwen in een vrouwenzaal. 'Wij zagen elkaar alle.en overdag en in Melbourne sliepen wij een week op de vloer van een Neder lands hostel in Kew. 'Ik kende niemand en wij moesten helemaal met niets beginnen. Dit is de. reden waarom ik zo mee leef met de Berans. 'Ik kwam 11 jaar geleden als kok bij Myer's in dienst. In 1968was ik lei der van een Australische ploeg koks, die deelnam aan een vereldcompetitie te' Frankfurt in West Duitsland. Wij wonnen 8 medailles. 'Ik heb nu het toezicht op alle levensmiddelen af delingen van Myer's'.",224348638,https://api.trove.nla.gov.au/v3/newspaper/224348638,"Geslaagde immigrant helpt pas aangekomen ""jong paaitje",Article,1970-05-15,2,2,https://nla.gov.au/nla.news-article224348638?searchTerm=Immigrant,,1044,"Dutch Australian Weekly (Sydney, NSW : 1951 - 1993)",154.9461669921875,very relevant
"UithetParlement Portret van de immigrant CANBERRA, ACT — Tijdens het debot over de 'Appropriation Bill' gaf het federale parlementslid voor Prospect dr R. E. Klugman de volgende heerlijke tirade weg die we I 'het veelzijdig portret van de immigrant' kan worden genoemd: Ik wll gra&g een paar minuten wijdea aan de nlenwe economische theo rie die de minister voor Immigratie dr A. Forbes — ik ben het in dit spe ciale geval met hem eens — beschreven heeft als zenophobische (xenopho bia = vreemdelinghaat — BED.) economic heeft be schreven. Xenophobische econo mle stelt dat immigran ten inflatle veroorzaken, werkloosheid, verlies van kapltaal, uitputten van hulpbronnen, woningte- - korten. te grote elsen aan gemeenschaps faciliteiten stellen, overdreven hoge economische groei ver oorzaken en, natuurlijk, overdreven lage groei. Aanhangers van deze theorie hebben een zonde bok: de immigrant. Wat de Joden waren in Hitler's Duitsland, de Trotskiisten in Stalin's Rusland en de Aziaten in Amin's Oegan da, dat zijn voor hen de immigranten in Australie. Ze zijn te lui en ze werken te hard, ze zijn politie verklikkers en ze drijven de Mafia, ze zijn allemaal katholieke De mocratic Labor Party aanhangers en atheisten die de Europese Zondag proberen in te voeren. Ze zijn ongeletterd en ze winneri alle studiebeur zen, ze zijn gierig en pot ten al him geld op en ze zijn tegelijkertijd ver woede gokkers, ze sluiten hun vrouwen en dochters op en sturen ze de straat op. En natuurlijk parasite ren ze op onze sociale voorzienlngen, bedriegen onze 'workers compensa tion' maatschappijen en, wat het ergste is. ze win nen bijna alle loterijen. Hypoerieten De geeerde parlements leden denken misschien dat Ik grapjes maak of overdrijf, maar wanneer zij ltdsteren naar de zegs- . lieden van de xenophobi sche economie zullen ze moeten erkennen dat ik dat niet doe. Dezelfde mensen, die ons 18 maanden geleden vertelden dat de immi gratie gestopt moet wor den omdat het tot $50,000 per immigranten gezin kost om ze zich hier te doen vestigen aan wo ningbouw, wegen, scholen, zlekenhuizen enz. en dat het eigenlijk onecono misch is om ze hier te brengen omdat zlj in feite een verlies aan ar beldskracht betekenen, vertellen 'ons nu dat wij de immigratle moeten stoppen omdat ze alle vacatures vullen. Ik aril niet de indruk ivekken dat grootscheepse immigratie geen problemen veroorzaakt maar laat ons in vredesnaam redelijk zijn. Misschien zit ik gauw in de-put maar weinig din gen maken mij meer overr stuur dan de hypoerieti sche patio intellectuelen die ons de les lezen over gelijkheid van rassen. Zij steunen het toela ten van Aziatische en Afrikaanse intellectuelen, afgestudeerden en zaken mensen, maar maken ge regeld gebrtrik van argu menten die niet verschil len van die van de 'Im- migration Control Asso ciation'. Zij stellen dat het toch zeker voorkeur verdient een Engels sprekende chrlstelijke afgestudeerde uit Hong Kong binnen te laten dan oh hoe ver schrikkelijk, een niet Engels sprekend onge schoold, ja zelfs van boe- ' ren afkomst, gezin uit een van de Middellandse Zee landen. Sommige van hen zijn zelfs Islamieten en som migen zijn net zo donker van kleur als mensen uit Zuid Oost Azie. Wanneer zij geloven in gelijkheid van rassen, waarom ver gelijken zij ze dan niet met Arische afgestudeer den en zakenneden uit Noord Europa? Waarom de indruk te wekken, dat donkerder mensen van Middelland se Zee afkomst minder waardevol zijn, speciaal wanneer zij geen middel baar school diploma heb ben ..?",226208273,https://api.trove.nla.gov.au/v3/newspaper/226208273,Uit het Parlement Portret van de immigrant,Article,1972-09-08,3,3,https://nla.gov.au/nla.news-article226208273?searchTerm=Immigrant,,1044,"Dutch Australian Weekly (Sydney, NSW : 1951 - 1993)",154.84881591796875,very relevant
"Boete voor immigrant wegens smokkelen van hennep SYDNEY, NSW — De 20-jarige Nederlandse im migrant Douglas Currie werd in het 'Federal Court' een boete van S 60 opgelegd voor het smokke len van hennep ofwel can nabis sativa. Hij had de hennep in een lucifersdoosje in zijn boot verborgen. Een tolk yertelde de rechter, dat Currie wist dat het niet toegestaan was hennep in grote hoeveel heden naar Australie te brengen, maar hij dacht dat een kleine hoeveelheid voor eigen gebruikwellicht geoorloofd zou zijm De rechter zei dit niet i& geloven. omdat CuiTie het in zijn boot verborgen had.",224347990,https://api.trove.nla.gov.au/v3/newspaper/224347990,Boete voor immigrant wegens smokkelen van hennep,Article,1970-07-31,2,2,https://nla.gov.au/nla.news-article224347990?searchTerm=Immigrant,,1044,"Dutch Australian Weekly (Sydney, NSW : 1951 - 1993)",154.59756469726562,very relevant
"MINISTER'S ADMISSION LONDON, Thursday (AAP-Reuter). - The British Government must maintain tight control over immigrants, but would try to strike a bal ance between .firmness and humanity, the Minis ter of State at the Home Office, Viscount Colville, assured the House of Lords yesterday. - Speaking in a debate, the minister acknowledged that the Conservative Adminis tration's approach to pro posed new immigration rules had been substan tially changed by the .o votc defeat on this issue in the House o£ Commons last month. . This loss followed wide spread concern in Parlia ment that when Britain joined the European Eco nomic Community next year with Denmark and Ireland, nationals from Common Market States would be more I'avouiably treated than sonie Com monwealth. citizens, partic ularly from Australia, New Zealand and Canada. Lord Colville indicated that in seeking to amend the rules and reintroduce them in a few -weeks time the Government would move cautiously and con sult Commonwealth nat ions concerned. He said the Canadian Prime Minister, Mr Tru deau. who recently visited Britain, had not expressed dissatisfaction with the treatment of Canadians in the UK and he added, ""We have received no representations from Aus tralia and New Zealand on the changes in our immigration laws"". Disparities in latvs AAP reported . that Baroness White (Labour), beginning the debate, said there were disparities be tween immigration laws covering citizens of the Commonwealth and those of the EEC . ""This causes great con cern to many people not only in this country"", said Baroness White. "".We should ask ourselves whether we can reasonably do anything further to re dress the balance by im proving conditions for citi zens of Commonwealth countries which would make it appear at least a little less inequitable"". In a maiden speech Lord Pallantrae, formerly New Zealand Governor-General Sir Bernard Ferguson, re ferred particularly to New Zealand and said that people from Britain could go to New Zealand freely, vet people from New Zea land could not come to Britain in the same way. ""We discriminate against them but they do not dis criminate against us'1, he said. Another Labour peer, Lord Brockway said, ""If I was migrating into this country I should be a non-patrial because I was born in India and my father was born in Africa. ""1 am insignificant, but the same apnlics to the Duke of Edinburch. i ""In the next year, when we go into the European community, then if he was to come here he would be a non-patrial because he was born in Grcece and his father was born in ! Germany"". I",110624467,https://api.trove.nla.gov.au/v3/newspaper/110624467,MINISTER'S ADMISSION New approach to immigrant rules,Article,1972-12-08,5,5,https://nla.gov.au/nla.news-article110624467?searchTerm=Immigrant,"LONDON, Thursday (AAP-Reuter). — The British Government must maintain tight control",11,The Canberra Times (ACT : 1926 - 1995),153.95863342285156,very relevant
"EthnisEhe commissie: SYDNEY, NSW — Voigons een door de Ethnic Affairs Commission van Mieuw Zuid Waies uitgege ven rapport zou de polifie in dexo sfaaf de doorsnee immigrant liehtf opgewonden, emotioneel, irratio neel en niot co-operatieff achten. Voorts gelooft de politie volgens het rapport dat de immigrant wei nig kennis heeft van de wetgeving en weigert zich aan te passen bij de Australische sociale ge woonten. Het door de Ethnic Affairs Com mission ingestelde onderzoek, waarschijnlijk het eerste van dit soort, werd uitgevoerd onder 704 politiemensen in de stad en op het platteland. Niet dat de politie over het alge meen meent dat immigranten meer misdrijven plegen dan hier geborenen. Degenen die welgeloven dat er meer misdrijven door immigran ten gepleegd worden, noemen Zuidslaven, Italianen en Libane zen als het meest hiervoor verantwoordelijk. Volgens het in samenwerking met de politie uitgevoerde onder zoek bleek ook, dat slechts een klein gedeelte van de politie in Nieuw Zuid Wales uit niet in Aus tralie geboren personen bestaat en slechts 2% werd in niet Engels sprekende landen geboren. De immigrant wordt volgens het rapport door de politie ook als arrogant en de politie onwelwil lend gezind beschouwd. Zij zouden niet voldoende re spect tonen, proberen elkaar in bescherming te nemen en pretenderen geen Engels te verstaan. Het merendeel van de politie is voorstander van meer overzee geboren mensen bij het politie korps. De voorkeur gaat daarbij uit naar Britten, Duitsers, Italianen, Grieken, Aziaten, Aboriginees, Polen, Zuidamerikanen, Indiers, Libanezen, Zuidslaven en Turken in deze volgorde. Ruim de helft van de onder vraagde politie mensen begrijpt de noodzaak van het waar nodig inschakelen van tolken. Men steunt daarbij echter voornamelijk op de hulp van plaatselijke burgers en maakt te weinig gebruik van de beroeps mensen van de tolken dienst van het departement van Immigratie en Ethnlsche Zaken.",225060473,https://api.trove.nla.gov.au/v3/newspaper/225060473,Ethnische commissie: Immigrant irrationeel geacht door politie,Article,1979-07-20,2,2,https://nla.gov.au/nla.news-article225060473?searchTerm=Immigrant,,1044,"Dutch Australian Weekly (Sydney, NSW : 1951 - 1993)",153.95863342285156,very relevant
"Immigrant bouwde groot bedrijf op in Perth , 'PERTH, WA — , De uit Den Haag afkomstige 43 jarige Robert de Vries ging 10 jaar geleden in zaken en is nu een van de grootste zakenlieden op zijn gebied in West Australie. , . Robert de Vries is directeur van Direct Engineering 'Services in Perth, welk bedrijf zich' gespecialiseerd '.heeft in air-conditioning en koelinstallaties. Her bedrijf telt thans 150 werknemers. ' . ' ' Hij woont met zijn Aus tralische yrouw Shirley in een . moderne woning 'aan de: Portree Way te Ardrcss een'bij de Swan River ge legen voorstad van' Perth. Hij emigreerde ongev'eer 20 jaar geleden naar Aus tralie na verscheidene ja ren gewerkt te h'ebben bij een Nederlandse Scheep vaartmaatschappij met als basis Hong Kong. Hij bntmoette zijn vrouw op de lijn Singapore- Aus- tralie. Zij woonden. eerst in Sydney, waar zij vandaan kwam, en Robert werkte als technicus en speciali seerde in air-conditioning. Hij en Shirley hielden van eeri' rustig leven en verhuisden daarom naar Perth, waar hij als advi seur op het gebied van air conditioning een kantoor-. tje opende in de binnen stad. Hij ontdekte al spoedig. dat er in Perth weinig be drijven waren, .die grote air-conditioning * projecten in . ziekenhuizen en kan tporgebouwen aan konden. Hij besloot dan ook zich op dat gebied te begeven. Hij werd bevriend met de directeuren van Met ters Ltd, een van de groot ste leveranciers op het ge bied van koelinstallaties in West Australie, en de twee f irma's hebben sindsdien steeds nauw samengewerkt. De persoonlijke attentie voor zijn klanten is waar schijnlijk de belangrijkste reden voor zijn succes. Ro bert de Vries meent, dat het goed is' grote persoon lijke. belangstelling te to nen voor alle projecten waarbij hij betrokken is. .Ofschoon hij thans ? met een hele ploeg van techni sche tekenaars werkt. pro beert hij toch steeds de be hoeften van ieder indivi dueel te begrijpen. ook als het gaat om kleine projec ten in woningen Ohder de grote projec ten. die zijn-bedrijf op het gebied van airconditio ning te' behandelen krijgt, zijn installaties in ver- ' scheidene. grote hotels in het geisoleerde,. nodrdwes ten van West Australie. 'Wij zijn nu\ wel inge- ? ' vderd' iti het hoof den ! en wij hebben er projecten van $ 2\ miljoen', zo ver telde hi']. ... Zijn 24-jarige broer Mar tin, die enkele jaren gele- . den naar Australie kwam, werkt met hem in zijn be drijf samen en leidt voor al de activiteiten in het noordwesten van de staat. Robert en Shirley heb ben 5 overzeese reizen ge maakt, sinds hii zijn be drijf in Perth stichtte. Zij combineerden op deze rei zen steeds zaken en plezier. Beiden zijn actief op het gebied van sociaal '? werk en zij richtten kortgeleden mede een vereniging van 'ratepayers' op in hun district. Robert de Vries' ouders ' wonen in Etten-Leur in West Brabant. Zijn broers Frits en Jan wonen in Delft en Den Haag. Behal ve Martin zijn echter nog drie broers naar Australie gekomen. Johan, Kees en Willem de Vries emigreerden -alien n«iar Sydney en zijn ook alle drie met Australische meisjes getrouwd.",226205344,https://api.trove.nla.gov.au/v3/newspaper/226205344,Immigrant bouwde groot bedrijf op in Perth,Article,1972-04-14,6,6,https://nla.gov.au/nla.news-article226205344?searchTerm=Immigrant,,1044,"Dutch Australian Weekly (Sydney, NSW : 1951 - 1993)",153.78114318847656,very relevant
"Irhmigrant legt bond1 tussen Wollongong ?eh Velsen WOLLONGONG, NSW , — De. in Schalkwijk, ge meente Haarlem, geboren Fred van, den Berg, die thans in de Fooraka Ave nue in Wollongong woont, heeft na een vakantie van 3 maanden in Nederland aan Alderman E. J. Ford, burgemeester van Wollon gorg. namens burgamees ter W. Bosman van Velsen een boek overhandigd. Fred van den Berg, die 20 jaar geleden naar Aus tralie kwam en ook prak tisch 20 jaax bij de plant soenendienst van de ge meente WoUongon1,? werkt', heeft in Velsen aan burge meester W. Bosman. met wiens nicht hij getrouwd is. het boek 'Sublime Vi sion' overhandigd. Dit boek handelt over de gsschiede nis en ontwikkeling van Wollongone en de indus triele complexen van Port Kembla. Daarin spelen de hoog ovens en staalfabriek een vooraanstaande rol en vormen een belangrijk punt .van overeenkomst met het Hoogovenbedrijf in Velsen. Het boek. dat Fred van den Berg na zijn teni'.ikeer namens burgemeester Bos man van Velsen aan de burgemeester van Wo'lon gO£2: overhandi-de. vertelt de geschiedenis van Velsen en de Hoogovens. iiimiimiMiiimiiiiiiiiiiimmiiiimiiiiiimii - Vervolg Austroiiana , bladzijde 9 en 10",226211431,https://api.trove.nla.gov.au/v3/newspaper/226211431,Immigrant legt band tussen Wollongong en Velsen,Article,1971-09-03,2,2,https://nla.gov.au/nla.news-article226211431?searchTerm=Immigrant,,1044,"Dutch Australian Weekly (Sydney, NSW : 1951 - 1993)",153.66690063476562,very relevant
"fools immigrant ols hoofd Depfsefemefi-t von Immigratie CANBERRA — Dr Pe ter Wilenski is met In gaog van 31 Maart 1975 b'enoemd tot secretaiis van het AustcaUsche De partement van Arbeids za&en en Immigratie. Dr Wilenski, die als kind met zijn ouders van uit Folen naar Australie kwam, is de eerste immi grant, die aan het hoofd van het Departement van Immigratie zal komen te staan. Sinds 1972 was hij par ticulier secretaris van mi nister-president Gough Whitlam. De verschillende bevol kingsgroepen in Australie moeten deze benoeming beschouwen als een blijk van de betekenis welke de Australische regering er aan hecht. dat net depar tement van Immigratie meer gehoor geefc aan de noden van hun gemeen schappen.",225938583,https://api.trove.nla.gov.au/v3/newspaper/225938583,Pools immigrant als hoofd Departement van Immigratie,Article,1974-12-20,2,2,https://nla.gov.au/nla.news-article225938583?searchTerm=Immigrant,,1044,"Dutch Australian Weekly (Sydney, NSW : 1951 - 1993)",153.62318420410156,very relevant
"Immigrant uit Tathra kandidaat voor ' federate zetel GOULBURN, NSW. 9 Juli — Tijdens de jaarver gadering van de afdeling Goulburn van de Liberate Partij werd bekend ge maakt. dat Wim Otten uit Tathra is benoemd tot eerste kandidaat voor de 'ore-selection' van de par ti i voor de zetel van Eden Monaro voor de federate verkiezingen. ?jfc- Vervolg Australian*! i op Jbladzijde 9",226207010,https://api.trove.nla.gov.au/v3/newspaper/226207010,Immigrant uit Tathra kandidaat voor federale zetel,Article,1971-07-16,2,2,https://nla.gov.au/nla.news-article226207010?searchTerm=Immigrant,,1044,"Dutch Australian Weekly (Sydney, NSW : 1951 - 1993)",153.33053588867188,very relevant
"U.K. IMMIGRANT LAWS Commonwealth 'still favoured' PEEBLES, Scotland, Sunday (AAP). —Forty- eight Australians and 68 New Zealanders had been refused admission to Britain between January and August this year, Britain's Foreign Secretary, Sir Alec Douglas-Home, said in Peebles last night, the Press As- sociation reported. During the same period, 108,800 Australians and 25,704 Nesv Zealanders had entered Britain. Sir Alec was refuting charges before a meeting of Scottish Young Conser- vatives that Britain was not eager to admit Common- wealth citizens or that they found any difficulty in coming. It was not true that they would be reduced to the status of aliens from Jan- uary 1 when Britain joined the Common Market and new immigration rules came into force. Sir Alec said it was claimed that Common- wealth citizens would now have to take second place to nationals of EEC coun- tries.  Sir Alec Douglas-Home  ""Certainly the European Economic Community is a free-travel area in which there will be a free move- ment of labour. Many important privileges ""Unlike the Common- wealth situation, however, there is no evidence that large numbers of people from other European members of the commun- ity wish to come and settle permanently in Britain. ""None of this, however, affects the many important privileges which Common- wealth citizens enjoy and which EEC nationals and aliens do not"". They would continue to enjoy full civic privileges such as the right to vote and be able to fill posts not open to nliens, such as the armed forces. Any Commonwealth citizen whose mother or father was born in the United Kingdom would be free to come and go as he pleased. They would not have to complete land- ing and embarkation cards or report to the police. Sir Alec, referring to the number of Australians and New Zealanders re- fused admission this year, said, ""They surely refute the charge that we are not eager to take members of the old Commonwealth, or that they find any diffi- culty in coming. ""The important privil- eges which I have men- tioned, none of which will be enjoyed by aliens and citizens of the EEC coun- tries, are a mark of the value which we continue to place on the Common- wealth relationship and are in no way, limited by our membership of the Euro- pean community'.",110621384,https://api.trove.nla.gov.au/v3/newspaper/110621384,U.K. IMMIGRANT LAWS Commonwealth 'still favoured',Article,1972-11-20,6,6,https://nla.gov.au/nla.news-article110621384?searchTerm=Immigrant,"PEEBLES, Scotland, Sunday (AAP).—Fortyeight Australians and 68 New Zealanders had",11,The Canberra Times (ACT : 1926 - 1995),152.28567504882812,very relevant
"\AystmIiana\ Hulp voor immigrant zal blijven yoorfbestaani 'CANBERRA, ACT — De door het vroegere de partement van Immigra te aan de immigranten bewezen diensten zullen Sla de samensmelting met het departement van Ar beid en het overbrengen van specialisten functies naar andere departemen fen worden voortgezet, zo verzekerde de minister , van Arbeid en Immigra te. Clyde Cameron. '?De nadruk welke door de vorige minister van Immigratie, Albert Grass by, op Ret zich met suc ces vestigen van immi granten werd gelegd, zal blijven bestaan, aldus mi nister Cameron. 'Ik heb een immigratie secretariaat aan m ij n gntoor toegevoegd', zo vervolgde de minister, 'en dit bemand met vroegere leden van Grassby's staf '. Minister Cameron sprak tevens de hoop uit, dat immigranten hem net als 2lj aan Albert Grassby deden hun problemen schriftelijk zullen voor leggen. Het departement van Onderwijs zal meer arm slag krijgen om het En gelse taallessen program ma te ontwikkelen en het departement van Sociale Zaken kan het welzijn en de diensten aan de ge meenschap beter behan delen, aldus de minister.",225937769,https://api.trove.nla.gov.au/v3/newspaper/225937769,Australiana Hulp voor immigrant zal blijven voortbestaam,Article,1974-06-28,9,9,https://nla.gov.au/nla.news-article225937769?searchTerm=Immigrant,,1044,"Dutch Australian Weekly (Sydney, NSW : 1951 - 1993)",152.28567504882812,very relevant
"Immigrant van het eerste uur in Hobart overieden HOBART, Tas — In zijn woning in Bellerive, een voorstad van Hobart, is op 60 jarige leeftijd de in Tasmanie zo bekende Ad van Neutegom overieden. De in Sliedrecht geboren Ad van Neutegem behoorde bij de oudste generatie immigranten. Na een verblijf van cnkele jaren op Java kwam hij :ji Januari 1952 hi Tasmanie aan. In de Nederlandse gemeenschap maar ook daarbuiten werd hij bekend en was hij gezien, mede door zijn grote belangstelling voor het wel en wee van de immigranten en het oprichten van de .Hobart Building Society. Hij was ook tal van jaren lid van de Reformed Church van Hobart.",225052175,https://api.trove.nla.gov.au/v3/newspaper/225052175,Immigrant van het eerste uur in Hobart overleden,Article,1977-02-18,2,2,https://nla.gov.au/nla.news-article225052175?searchTerm=Immigrant,,1044,"Dutch Australian Weekly (Sydney, NSW : 1951 - 1993)",144.86593627929688,very relevant
"Immigrant besruursfid v Liberate Parlij in Naeuw Zuid Wales SYDNEY, NSW — De uit Zuid Slavie afkomstige Milivoy Emil Lajovic, die als lid van de 'Migrant Advisory Council' van de Libera'e Partij in Nieuw Zuid Wales en de 'Good Neighbour Council' in deze staat vele immigranten geholpen heeft, is gekozen als voorzitter van het 'Sydney Western Metropo litan' district van de Li berale Parti j. Als zodanig is hij de eer ste Europese immigrant, die lid is geworden van de 'NSW State Executive' van de Liberale Partij. Hij js ook vice-president van de Good Neighbour Council. 'Misha' Lajovic kwam in 1961 naar Australie.",226210113,https://api.trove.nla.gov.au/v3/newspaper/226210113,Immigrant bestuurslid Liberale Partij in Nieuw Zuid Wales,Article,1971-11-12,2,2,https://nla.gov.au/nla.news-article226210113?searchTerm=Immigrant,,1044,"Dutch Australian Weekly (Sydney, NSW : 1951 - 1993)",144.01612854003906,very relevant
"mm IP WAS Wm&FAMM CmSTMCmEBf Russian Immigrant Report Questioned & Reiterated A report, published in the Jewish Times last week, about a meeting convene! by Bnai Brith to help Russian Jews, was questioned by the spokesman for the Welfare Society, but substantiated by a number of participants. The meeting, held at the Lodge Home, was originally called to explain to Russial immigi*ants the intricacies of legal agreements and real estate dealings in Australia and give technical advises, like medical benefit funds, etc. A number of Russian Jews attending the meeting raised other issues, especially the unem ployment problem, and criticised the Welfare Society for neglecting its responsibilities in finding jobs for new arrivals. One woman broke down, explaining her plight to the meeting. Of the 80 Russian people present 12 were unem ployed. Mr. Howard Fliece, executive director of the Jewish Welfare Society of NSW, called the article “in correct and very misleading, which does not help the cause.” “At the meeting it was stated that the unem ployment figure among the Russians was as high as 15 percent. I did not ridicule or scoff at that statement but said that to the best of my information it was in correct and I asked for a complete list of persons unemployed on which the 15 percent was based,” Mr. Fliece wrote in a letter. He considers a per centage calculation on such a small group of people highly misleading, moreso, when “the exact number of the workforce to which it is related is not exactly known.” He was not in the possession of the exact number of persons in volved at that time and was supplied with the list a few days later. “I did not admit 10 per cent unemployment, nor did I deny it, as at that time I had not had sufficient time to check the list sup plied.” Yet, Mr. Fliece did repeat later in the Jewish Times office the figure of “probably less than 10 per cent.” After the complete check I he gives the facts as 19 per : sons (14 family units) being l employed. 5 “Six persons were Government assisted i migrants, who had come from European centres, ex , Israel, residing at Govern - ment hostels” and at the l time of the meeting not known to the Welfare Society. » There was one other per son not registered with the Welfare Society, who, as t later checked, was not known at the address given. ' From the remaining 12 people Mr. Fliece claims all were in employment 1 with the exception of three persons of one family, the most recent arrivals (in ' August this year), for whom the Welfare Society - and some other people “worked very hard and are . still trying to place in em ’ ployment.” ADAMANT ! Mr. Fliece is adamant that “according to the tran ? station given (at no time) was the Australian Jewish [ Welfare Society accused of i neglect.” 1 He quoted one of the Russians remarking that “there are about 1000 com pany director members of the Lodges — why can’t they offer us any suitable jobs?” Mr. Fliece objected to the report saying that a number of Russians spoke very strongly about the assistance given by the Welfare Society, without mentioning that “they ex pressed very strongly their appreciation and gratitude ( towards the society for the help given either in relief payments, personal loans and finance made available to acquire their own homes and counselling whenever required. ” He said he did not decry B’nai B’rith efforts, as he is a foundation member and two prominent mem bers of B’nai B’rith con stitute the Welfare Soc iety’s Relief Committee, deciding cash relief to be paid and discussing each week the problems of the welfareofficers of the society. i CRITICAL But, he said, he criticised ' the organised activities of the B’nai B’rith Welfare Committee who arranged the meetings of the Russian Jews without any prior con sultation or co-ordination with the Welfare Society of fice. “As to the two meetings so far organised, I agree with the Russian migrants, who said ‘You have given us a cup of tea and sugar i but not the spoon to stir it’ , — as clearly these remarks i were related to the two , meetings organised by the B’nai B’rith Committee,” ‘ Mr. Fliece stated. j His claim that there was &lt no complaint directed ] against the Welfare Society was repeated by Mr. Bob Drisin, who was called in j as a real estate expert and J acted as interpreter on the ( evening. J Mr. Drisin says Russian J Jews at the meeting ex- ] pected a completely dif- i ferent purpose for the j meeting than the organising Masada Lodge, and brought up the prob lem of unemployment. (Other requests included a lecture by a lady gynaecologist and help tc be integrated into some Jewish organisations tc meet Jews in Australia, youth and adults). The meeting terminated with those who were in need of employment registering their names to be given to the Welfare Society. Mr. Drisin pointed out that “the meeting was cer tainly emotional, which is a trait in our manner of com municating, particularly when one party spoke in Russian and the other in English”. Joint chairmen of the meeting were Dr. Louis Goldmann and Mr. Albert Lacey, joint convenors of the meeting. AUTHENTIC Dr. Goldmann “did not want to be quoted” but Mr. Lacey said “the Times report was an authentic record of the meeting”. Mr. Don Lambert, a member of Masada Lodge, who was present at the meeting and made an out spoken speech during the proceedings said: “The Welfare Society has not got the machinery to deal with employment, which is their number one problem.” Mr. Lambert reiterated that during the meeting a number of Russians levelled criticism at the Welfare Society, mainly on the unemployment question. Mr. Robert Goot, present at the meeting, said the newspaper report was not an untrue reflection of what went on at the meeting. He said the Russians were critical of the Welfare Society at the meeting and, according to Mr. Goot, Mr. Fliece said he would report to his Board the discussions “for what they are worth”. DENIAL Mr. Goot went further saying that “to deny criticism of the Welfare! Society at the meeting was! a denial of what went on."" “Whether justified oi not, criticism was made” he said and added that a handcount of the employed took place during the debate -/..d Russia u.e . Up l! ‘ ploy:. stated d\ now oenfront 1 . I. j„j in Australia, will be con siderably increased in the near future and it seems o the utmost importance tha all welfare organisations! the community wor together to anticipate thes problems and effect thei solution,” Mr. Goot said A number of people! some in official capacity as the meeting “did not wan! to be quoted although thejj admitted that there are f ficulties in handling som of the problems of Russia immigrants in Sydney.” They “did not want tot involved” in the cool troversy, an attitude fflj only new in our experience! but also less than helpful l the cause they represent.",263208312,https://api.trove.nla.gov.au/v3/newspaper/263208312,WAS WELFARE CRITICISED? Russian Immigrant Report Questioned & Reiterated,Article,1974-10-17,2,2,https://nla.gov.au/nla.news-article263208312?searchTerm=Immigrant,"A report, published in the Jewish Times lost week, about a meeting convened oy B'nai B'rith to help Russian Jews, was questioned by the spokesman for the Welfare Society, but substantiated by a number off participants. The meeting, held at the",1694,"The Australian Jewish Times (Sydney, NSW : 1953 - 1990)",144.01612854003906,very relevant
"Immigrant koopt na 19 jaar in Australie eiland MELBOURNE, Vic — De 42-jarige Cor Stastra, die 19 jaar geleden prak tisch zonder een cent op zak in Australie aan kwam, heeft met enipe deelgenoten een van de grootste vakantieoord ei landen bij de kust van Queensland gekocht. De waarde van Great Keppel Island n a b ij Rockhampton wordt op een miljoen dollar ge schat. Het contract werd gesloten door de Melbour ne groep Parkview Kep pel Pty. Ltd. De nu in Sandringham, een voorstad van Mel bourne, wonende Cor Stastra hoopt dezer dagen met zijn echtgenote Lor raine en hun twee kinde ren, de 16-jarige Heidi en de 9-jarige Cameron, op het nieuw verworven ei land te gaan wonen. 'Geld maken is makke lijk maar het geheim is ervan te genieten'. aldus Cor Stastra. Cor Stastra begon na aankomst in Australie in een fabriek gaten in rae talen platen te boren. Na drie weken zette hij zijn eigen technisch consulta tie bureau op dat uit groeide tot een van de grootsten op dit gebied en dat thans Stastra Page & Associates Pty. Ltd. heet.",225939055,https://api.trove.nla.gov.au/v3/newspaper/225939055,Immigrant koopt na 19 jaar in Australie eiland,Article,1974-01-11,2,2,https://nla.gov.au/nla.news-article225939055?searchTerm=Immigrant,,1044,"Dutch Australian Weekly (Sydney, NSW : 1951 - 1993)",143.753173828125,very relevant
