article_text,article_id,article_URL,article_heading,category,article_date,article_page,article_page_sequence,article_snippet,article_Trove_URL,article_edition,article_title_id,article_title_title,article_relevance_score,article_relevance_value
"PRO  H  ¡¡¡¡r  El)  EMM  IG  li  A  Y  i"".   -s   in  Um    He    not  it»!«r,lii  II  for  of  All  my  illness  I'  M  It  (has,  (  J   Cook  W  H  Purves  S-  Lui.  islands  and  t  her  in  Castle  I  P's  a  charge  of  hung  a  pmliiliiitil  turning  it  w  as  brought  against  a  (  lining  n  nut  is  Vii  'low   hitting  inspire  a  (  birth.  of  His  Can  turn  rum.,,  and  He  i  »u..,I  annul  in  An    lost  it  In  the  ss  Ainu  ill  in  a  mine  at  the  time.  in  Lunn  a  son  He  was  11  ju  ted  In  the  'I  LUI  mine  authorities,  and  sent  back  In  Melbourne    line  was  me  allott  i  I  to  find  her-  'He  sh  unship  miners  hare  i  once  it  is  to  ship  him  back  by  (the  Ans  (claim  to  din  I  like  him  Institute!!  to  ask  for  a  I  can  use  for  a  new  1.   his  mind  it  is  of  satin",9886012,https://api.trove.nla.gov.au/v3/newspaper/9886012,PROHIBITED IMMIGRANT.,Article,1905-05-09,5,5,"In the City Court yesterday, before Messrs. Panton, P.M., R. Cherry, C.J. Cook. W. H. Purves, S. Lancashire, and Captain Russell, J.P.'s, a charge of being",https://nla.gov.au/nla.news-article9886012?searchTerm=Immigrant,,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",235.9601287841797,very relevant
"PROHIBITED  IMMIGRANT.   Mousa  Charlie,  an  Indian,  was  charged  at  the  City  Court  yesterday,  before  Mr.  Panton,  P.M.,  and  Messrs.  Lancashire,  Garside,  and  Cherry,  J.P.'s,  with  being  a  prohibited  immigrant,  within  the  meaning  of  the  Immigration  Restriction  Act.   Detective  Porter  deposed  that  the  accused  had  been  convicted  on  a  charge  of  being  a  prohibited  immigrant  on  21st  Novemeber  last,  but  had  got  away  after  serving  14  days.  He  was  arrested  at  Budgeree,  near  Morwell,  on  the  17th,  and  ap-  peared  at  the  City  Court  on  the  19th,  when  he  was  ordered  to  be  deported.  As  the  steamer  did  not  leave  Melbourne  until  the  29th,  he  would  ask  for  a  remand.   The  Remand  was  granted.  Great  Queensland  Storm.  Cooktown  (?)  (?)  ""The  Australian,""  Saturday,  January  26   (?)  (?).  (?)  (?)  for  the  (?)  (?)  and  (?)  (?)  ""The  (?)""  Saturday,  January  26.",10611923,https://api.trove.nla.gov.au/v3/newspaper/10611923,PROHIBITED IMMIGRANT.,Article,1907-01-26,17,17,"M[?] Char[?], an Indian, was charged at the City Court yesterday. before Mr. Panton, P.M., and Me[?]s. La[?]e, [?]de, and Cherry, J.P.'s, with being a prohibited [?]grant, within",https://nla.gov.au/nla.news-article10611923?searchTerm=Immigrant,,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",235.9247283935547,very relevant
"PROHIBITED  IMMIGRANT.   A.  young  Chinese  seaman  named  Wong  Sing,  alias  Fook  Sing,  was  charged  at  the  Citj  Court  to-day  with  being  a  prohibited  immigrant.  He  admitted  tho  charge,  and  acknowledged  that  ho  had  deserted  from  tho  s.s.  Ascot  in  August  of  laBt  year.  Mr  Oress  wull,  P.M.,  sitting  in  his  Federal  jurisdic  tion.  sontenced  defendant  to  throo  months'  imprisonment  pending  his  deportation.",114879984,https://api.trove.nla.gov.au/v3/newspaper/114879984,PROHIBITED IMMIGRANT.,Article,1909-04-02,2,2,"A young Chinese seaman named Wong Sing, alias Fook Sing, was charged at the City Court to-day with being a prohibited immigrant. He admitted the charge, and",https://nla.gov.au/nla.news-article114879984?searchTerm=Immigrant,,311,"The Riverine Herald (Echuca, Vic. : Moama, NSW : 1869 - 1954; 1998 - 2002)",235.9247283935547,very relevant
"PROHIBITED  IMMIGRANT.   An  Indian,  whose  name  is  alleged  to  bo  Goolan  Aliie  Kbau,  but  who  was  otherwise'  known  when  arrested,  was  taken  into  custody  yesterday  on  the  charge  of  being  a  prohibited  Immigrant.  He  is  alleged  to  have  been  a  resident  of  Victoria  before  the  Immigration  Act  was  in  force,  and  to  have  been  absent  for  six  years  up  to  the  end1  of  last  year.  Then,  it  is  said-that  he  was  recently  in  Nou  mea,  and  that  the  British  Ccusn!  there  caused  him  to  be  sent  away  by  a  French  steamer.  At  Sydney  he  managed  to  get  ashore  and  made  his  way  to  Geachvillc,  in  Gippsland.  where  he  was  arrested  by   a  constable  who  was  in  search  of  him.   Evidence  to  this  elfcct  was  given  by  Mr.  Priichard,  the  interpreter.  The  accused  was  remanded  for  a  wer-kt  He  said  that  English  people  owed  him  £50.  and  that  Mr.  Pritchard  had  ""spoilt  his  case.""  Bail  in  £50  was  allowed.",147907220,https://api.trove.nla.gov.au/v3/newspaper/147907220,PROHIBITED IMMIGRANT.,Article,1907-02-02,8,8,"An Indian, whose name is alleged to be Goolan Allie Kban, but who was otherwise known when arrested, was taken into custody yesterday on the",https://nla.gov.au/nla.news-article147907220?searchTerm=Immigrant,,558,Geelong Advertiser (Vic. : 1859 - 1929),235.9247283935547,very relevant
"PROHIBITED  IMMIRTcANT.   No  communication  has  been  received  by  the  Department  of  External  Affairs  from  the  Fremantle    officials  regarding  the  Armenian,  Goliath    Joseph,  who  was  unable  to  pass  the  dictation    test  under  the  Immigration  Restriction   Act,",14869538,https://api.trove.nla.gov.au/v3/newspaper/14869538,PROHIBITED IMMIGRANT.,Article,1907-04-05,6,6,"No communication has been received by the Department of External Affairs from the Fremantle officials regarding the Armenian, Goliath Joseph, who was unable to pass the",https://nla.gov.au/nla.news-article14869538?searchTerm=Immigrant,,35,The Sydney Morning Herald (NSW : 1842 - 1954),235.9247283935547,very relevant
"PROHIBITED,  IMMIGRANT.   -  One  :  of  .the  duti  es  incidental  -  to  the  clearance  of  the  steamer  St.  Helena  last  evening  was  the  task  of  ""counting  la  Chinaman.""  The  Immigration  Restric   tion  laws  require  the  Customs  authori  ties  to  muster  all  Chinese  on  visiting  vessels  to  see  that  none  have  absconded,   henco  the  performance  of  the  task  over  I  the  solitary  Chinaman  on  hoard  the  St.  Helena.  He  stowed  away  at-  Hong  Kong,  and  was  not  discovered,  until  the  steamer  was  too  far  at-  sea  to„land  him.  The  captain  of  the  vesspl  has  therefore   to  detain  him  until  the  vessel  is  clear  of  Australia,  or  see  that  he  is  shipped  hack  to  China  by  a  homeward-bound  vessel.  To  guard  against  desertion  the.  Celestial  is  kept  handcuffed  in  the  chart-room,   and,""  in-  the.  parlance  of  the  boarding,  .officer,-.""he  kept  still  while  he  was  being  counted.""",149190234,https://api.trove.nla.gov.au/v3/newspaper/149190234,PROHIBITED IMMIGRANT.,Article,1906-10-04,2,2,"One of the duties incidental to the clearance of the steamer St. Helena last evening was the task of ""counting a Chinaman."" The Immigration",https://nla.gov.au/nla.news-article149190234?searchTerm=Immigrant,,558,Geelong Advertiser (Vic. : 1859 - 1929),235.9247283935547,very relevant
"IMMIGRANT  KILLED.   WEST  MAITLAND,  Sunday.—  A  fatal  accident  occurred  on  Larg's-road  last  evening.  A'  farm  laborer,  a  recent  Immigrant,  namod  Whiteside,  in  the  omplby  of.  Mr.  Cory,  of  Stradbroke,  near  Patersou,  was  thrown  from  a  horse  and  render-   ed  unconscious,  iie  was  remuvcu  iu  mu  -  mereial  Hotel  at  Largs,  where  he  died  a  few  liouru  afterwards.",238229953,https://api.trove.nla.gov.au/v3/newspaper/238229953,IMMIGRANT KILLED.,Article,1909-10-04,8,8,"WEST MAITLAND, Sunday.--A fatal accident occurred on Larg's-road last evening. A farm laborer, a recent immigrant, named Whiteside, in the employ of Mr. Cory, of Stradbroke, near",https://nla.gov.au/nla.news-article238229953?searchTerm=Immigrant,,1297,"The Daily Telegraph (Sydney, NSW : 1883 - 1930)",235.9247283935547,very relevant
"PROHIBITED  IMMIGRANT,   MELBOURNE,  Friday.—  In  the  District  Court  yesterday,  John  Mitchell,  master  of  tbe  steamer  Chaagsha,  was  charged  with  permitting  Ham-Tin,  &  Chinese  carpenter  -on  board  that  vessel,  .tb  eater:  tlie  Commonwealth  be  being  a  prohibited  immi  grant.  The  man  was  entered  on  the  articles  of  the  vessel,  but  left  about^April  XI,  and  bad  not  returned.  iPor  tne  defence  it  was  stated  that  every  effort  bad  been  made  to  secure  tne  man's  arrest.  A  warrant  was  issued,  and  a  reward  at  £10  offered,  without  success  A  fine  of  £3  was  imposed,  with  j£2  3s  poets.  ~  ?  ~   A.  Blonu*5,  was  admitted  to  -the  SydnSey  Hos  pital  last  night,  baying  Calle^ander  a  idng-sgfeefe  tiam.  The  injured  man,  who,  lives  jat^Np.  173  Bourke-street,  is  said  to  have  attempted*to  board  a  moving  «ar,-but  £ell,  oce-of'  the  ^™eef  Glassing  over  MsHeft  leg,  and  completely  severing  It  below  tb.3  ianee,  ,",113417236,https://api.trove.nla.gov.au/v3/newspaper/113417236,PROHIBITED IMMIGRANT.,Article,1903-06-05,5,5,"MELBOURNE, Friday.—In the District Court yesterday, John Mitchell, master of the steamer Changsha, was charged with permitting Ham Yin, a Chinese carpenter on board that vessel, to enter",https://nla.gov.au/nla.news-article113417236?searchTerm=Immigrant,,508,"Evening News (Sydney, NSW : 1869 - 1931)",235.83998107910156,very relevant
"PROHIBITED  IMMIGRANT.   Up  to  the  time  of  the  vessel's  departure  yesterday  afternoon,  the  Chinese  sailor  who  deserted  from  the  steamer  Ailsa  Craig,  had  not  been  recovered,  notwithstanding  that  a  reward  of  £10  was  offered  for  his  apprehension.  Before  the  vessel  cleared,  a  bond  was  given   that  the  fine  of  £100  incurred  under  the  Immigration  Restriction  Act  would  be  paid  if  the  Celestial  remained  at  large  when  the  vessel  left  the  Australian  coast  for  Suez.",147641930,https://api.trove.nla.gov.au/v3/newspaper/147641930,PROHIBITED IMMIGRANT.,Article,1907-07-16,2,2,"Up to the time of, the vessel's departure 'yesterday afternoon, the Chinese sailor who deserted from, the steamer Ailsa Craig, had not been recovered,",https://nla.gov.au/nla.news-article147641930?searchTerm=Immigrant,,558,Geelong Advertiser (Vic. : 1859 - 1929),235.83998107910156,very relevant
"-  P&OH?  niTED  IMMH  iRANT.   Chuhan  J§halvwlia  deci&lt;*d  l  eing  prohibited  immi  rant,  WHS  discharged  at  'tlbe  CSty  Court  this  mining  on  thg  ground  thattire  officer  who  administered  the  test  was  tol'u  Customs  oifi  cial.  '  -",217449357,https://api.trove.nla.gov.au/v3/newspaper/217449357,PROHIBITED IMMIGRANT.,Article,1907-02-05,3,3,"Chunan Shah, who denied being a prohibited immi[?]rant, was discharged at the City Court this mining on the ground that the officer who",https://nla.gov.au/nla.news-article217449357?searchTerm=Immigrant,,1216,Coolgardie Miner (WA : 1894 - 1911),235.83998107910156,very relevant
"PROHIBITED  IMMIGRANT.   Dooran  Shan  was  charged  yesterday!  morning  with  being  a  prohibited  im-'  migrant  and  deserter  from  Victoria.  He  was  discharged.  It  appears'  the  prosecution  had  gone  on  in  face  of  the  ^terpreter's  evidence  that  he  had  knwvn  accused  »  .Victoria  for  years,  '  £hs  ^  ^  a  l  W  e  d  eevea  -  tineas  costs",217449697,https://api.trove.nla.gov.au/v3/newspaper/217449697,PROHIBITED IMMIGRANT.,Article,1907-02-11,3,3,Dooran Shan was charged yesterday morning with being a prohibited immigrant and deserver from Victoria. He was discharged. It appears the,https://nla.gov.au/nla.news-article217449697?searchTerm=Immigrant,,1216,Coolgardie Miner (WA : 1894 - 1911),235.83998107910156,very relevant
"Hungarian  Immigrant.   Ur,  Arthur,  tho  President  of  tho  Immigration  Longue  of  Australasia,  hiiR  received'thc  follow-  ing  lotter  from  o,  gentleman  In'Hungary:   ""I  mn  «  mon  of  I""  yours,  hnvo  hero  In  Hun  gtiry  a  jmnierly  valued  nt  lün.oon  grown.  Hy   family  canslsts  of  wife.  3  lmys  (tl.  0,  7  year»).'...  ?  anil  a  «Irl  (4  years  olil).  Now,  I  nm1  resolved1  ;  to  sell  all  my  fronds  natl  to  go  to  California:  or  Australia  ur  Now  Zealand,  for  I  um  con-,  vlnced  that  '  with  my  circumstances..I  could  rea-  lise  a  muro  pleasant  living  as  1  have  lt  here*  I  tun  'heeu  since  my  youth  ulwitys  In  agricultu-  ral  pursuits,  lluvo  grndunlod  at  our  Agricultu-  ral  College-have  been  a  decade  long  cultor  ot  Hungarina  agricultural  paper,  and  work  to-day  on  my  property  of  400  acres  arabic  '  lands,  aucf  have  ii  vineyard  of  12  acres  expansion.  I  have  hero  In  'inv  nativo  land'  also  n  secured  and  gooo)  living,  but  it  is  only  the  futuro  of  my  children  that  1  nun!  to  chango  country.  Wo  have  her»  a  winter  nf  0  months,  éducation  ls  precarious,  and  promise  only  skinnv  prospects.  Living  li  tlear,  taxes  high,  anti  political  circumstances  ab-,  ¡oct.  As  you  mny  seem  ns  n  thinking  mau  L  huvo  plenty  good  reasons  to  go  away.""   At  the  .Mansion  House,  some  time  ago.  Wil-  liam  Woolie,  a  healthy  looking  young  follow,  who  hud  Just  como  out  of  prison,  was  commit-  ted  for.  trial  upon  n  charge  nf  breaking  th«  largest  sheet  ot  plain-gloss  bi  the  world.  It.  monsuretl  21ft.  by  lott.,  and  was  about  a  quar-  ter  of  un  inch  thick,  ll  urns  stated  tn  have  emt  rion,  and  hail  required  (he  nhl  of  40  men  lo  place  it  In  tho  window  of  n  linn  In  Orara  ehurch-stroot,  London.  lt  welïhcd  nearly  a  ton,  und  look  taree  months  to  manufacture.  Th«  prisoner  sahl  he  did  the  tinning«  because  he  wanted  to  go  back  to  prison.  ?  '   ?M.  CumllUj  'Kl'aufm'arion,  the  groat  astronomer,  slates  that  from  actual  figures  rocontly  obtain  od  he'has  become  certain  that  thc  >temperature  of  Europe  has  hoon  falling,  Kranco  has  IH>CI>  sintering  for  n  long  time  from  nu  excess  of  colt!  weather,  tho  temperature  at  Purls  ""having  brett  ono  tlegree  below  normal.  Other  readings  show  oven  loss  favourable  results.  The  tall  is  mor«  noticeable  during  tho  spring  limn  during  otli«r  periods  nf  tho  yenr.  .Similar  condition»  are  re  enrded  In  Ktiglnud.  Uelglum,  Spain,  Italy,  Aus-   tria  und  dorman}'..  '",61551703,https://api.trove.nla.gov.au/v3/newspaper/61551703,Hungarian Immigrant.,Article,1908-06-20,5,5,"Dr. Arthur, the President of the Immigration League of Australasia, has received the following letter from a gentleman in Hungary:- ""I am a man of 47 years, have here in",https://nla.gov.au/nla.news-article61551703?searchTerm=Immigrant,,64,"Clarence and Richmond Examiner (Grafton, NSW : 1889 - 1915)",235.83998107910156,very relevant
"PROHIBITED  IMMIGRANT.  A  Chinese  has  been  imprisoned  for  14  days  for  being  a  prohibited  immigrant,  landed  by  the  steamer  Changsha,",67380901,https://api.trove.nla.gov.au/v3/newspaper/67380901,PROHIBITED IMMIGRANT.,Article,1905-11-09,3,3,"A Chinese hap been imprisoned for 14 days for being a prohibited immigrant, landed by the steamer Changsha.",https://nla.gov.au/nla.news-article67380901?searchTerm=Immigrant,,209,The Maffra Spectator (Vic. : 1882 - 1920),235.83998107910156,very relevant
"nKSi.ILMil.K  1M  \flC!  I:  A  N'l.   Mr.  lh-nt  Ikss  iv.-eiwd  a  h-tier  innij  .mi   who  recently  landed  irom  the   North  oi  Inland,  and  win*  i*  now   in  Melbourne.  The  yrriter  i-iaU-d  tbat  h*  hr.d  a  rvift*  and  li\o  Children.  and  that  he  was  &S  year*  of  a^o.  He  h  id  l.oen  on^a^-d   in  f.i:  n;inl*  pur-nits  all  his  IiU'\  and  had  .  i'Ti'.O.  He  \v:i-  desirous  oi  sottlini;  oil  the   land  in  Victoria.  Mr.  'lien*  lias  Miwanhd   Hv  letter  to  the  Closer  Suttlenu'iit  Hoard.  ;  and  the  somvtary  state-  that  the  alloincats  '  on  tie.-  '1  andarra  rotate.  n*-u-  lv'n-li^n.  which   vii]  :>'.  1  :.  r:v,'.!i  .nvn  ""h"":th\  ai""  likely  M  he  ovr&lt;--applied  tor.  and  it  apprartnl  unlikely  that  ;u  v  immigrant*  roi;ld  .^applied,  wit  h  l;:nd.  It  i--  p'.'nhah'e  that  land  will  K*  found  for  the  immigrant  in  c*no*5*i»»n  in  the  tlipp*   land  district.",89559480,https://api.trove.nla.gov.au/v3/newspaper/89559480,DESIRABLE IMMIGRANT.,Article,1906-10-20,3,3,"Mr. Bent has received a letter from an immigrant who recently landed from the North of Ireland, and who is now living in Melbourne. The writer stated that he",https://nla.gov.au/nla.news-article89559480?searchTerm=Immigrant,,346,Bendigo Advertiser (Vic. : 1855 - 1918),235.83998107910156,very relevant
"IMMIGRANT  FINNS.   LONDON,  March  31,  6.40  p.m.—  Finns  'have  purchased  300,000  acres  of  land  in  the  State  of  Michigan  {U.S.),  where  they  intend  to  settle  as  immigrants.",113415419,https://api.trove.nla.gov.au/v3/newspaper/113415419,IMMIGRANT FINNS.,Article,1903-04-01,5,5,"LONDON, March 31, 6.40 p.m.—Finns have purchased 300,000 acres of land in the State of Michigan (U.S.), where they intend to settle as immigrants.",https://nla.gov.au/nla.news-article113415419?searchTerm=Immigrant,,508,"Evening News (Sydney, NSW : 1869 - 1931)",235.60260009765625,very relevant
"PROHIBITED  IMMIGRANT,   The  case  of  Malouf,  the  Syrian,  has  not  yet  been  decided,    although  the  Attorney  General  (Hon.  I  A.  Isaacs)  affected  to  believe    that  it  is  a  simple  matter  The  secretary  to  the  External  Affairs  Department    has  written  to  the  American  Consul    at  Sydney,  blaming  him  in  effect  for  Malouf's  failure  to  leave  New  South  Wales.",12750635,https://api.trove.nla.gov.au/v3/newspaper/12750635,PROHIBITED IMMIGRANT.,Article,1906-01-20,6,6,"The case of Malouf, the Syrian, has not [?]et been decided, although the Attorney-General (Hon. I. A. Isaacs) affected to believe that it is a simple matter. The",https://nla.gov.au/nla.news-article12750635?searchTerm=Immigrant,,10,"The Mercury (Hobart, Tas. : 1860 - 1954)",235.60260009765625,very relevant
"PROHIBITED  IMMIGRANT.   Tu  the  District  Onnrfc  to  day  John  R-mald,  master  nf  the  s..  Vitt-nric.,  was  charged  with  being  the  master  of  a  vessel  from  which  a  pro  hibited  immigrant,  one  All  Sing,  entered  the  Commonwealth  contrary  to  the  Immigration  Restriction  Act  1901.  This  is  the  first  oa=e  that  has  ben  brought,  before  the  Courts  in  Melbourne  under  the  Amended  Immigration  Restriction  Act,  under  which  a  fine  of  L100  is  impcr-d  on  the   master  of  any  vessel  who  permits  an  alien  to  enter  the  Commonwealth.  Defendant  was  repre  sented  by  Mr  J.  Crosshy,  of  Messrs  Wjiiiam  Crossby  and  Co,,  agents  fo>'  the  vessel,  who  admifcred  the  offence.  Orlando  O'Brien,  board  ing  inspector,  gave  evidence  to  the  effect  thar.  when  ihe  s.s.  Vitfcoria  arrived  at  Port  Melbourne  on  21sfc  February  from  Ocean  Island  her  Chinese  crew  numbered  17.  When  the  vessel  left  for  Newcastle  on  3rd  March  it  was  then  found  that  one  of  the  crew,  Ah  Sing,  a  fireman,  was  missing.  D-  tective  Inspector  Christie  said  that  a  warrant  hah  been  issued  for  tbe  arrest  of  the  nvssing  Chinaman,  but  no  trace  hadlbeen  found  of  him?  Mr  Crosshy  said  thafc  his  firm  bad  spared  no  ex  pense  in  endeavoring  to  find  the  missing  man.  They  had  offered  a  reward  of  L5  on  behal?  of  the  Captain,  but  fcbey  could  get  no  trace  of  him.  Mr  Dwyev,  P  M-,  said  that  a  penalty  of  L100  was  fixed  by  the  Act,  and  that  must  be  imposed  The  fine  was  immediately  paid  by  Mr  Crosshy",199562261,https://api.trove.nla.gov.au/v3/newspaper/199562261,PROHIBITED IMMIGRANT.,Article,1906-03-23,2,2,"In the District Court to-day John Re[?] master of the s.s. Vittoria, was charged with being the master of a vessel from which a prohibited immigrant, one Ah Sing, entered the",https://nla.gov.au/nla.news-article199562261?searchTerm=Immigrant,,582,Mount Alexander Mail (Vic. : 1854 - 1917),235.60260009765625,very relevant
"PROHIBI  PEP  IMMIGRANT.   At  the  police  court  yesterday  Soph  atella  Abdullah,  a  '.  coloured  man,  cha.-ged  with  deserting  i'roin  the  stea-  mer  Clan  Macalister,  and  also  With  being  a  prohibited  immigrant,  was  iga  in  brought  up  and  further  reman-  ded  on  the  application  of  Mr.  A.  .1.  P.  MacDonnell,  who  appeared  for  the  complainants,  in  order  to  obtain  the  services  of  an  interpreter.",44439260,https://api.trove.nla.gov.au/v3/newspaper/44439260,PROHIBITED IMMIGRANT.,Article,1907-11-07,3,3,"At the police court yesterday Sophatella Abdullah, a coloured man, charged with deserting from the steamer Clan Macalister, and also With",https://nla.gov.au/nla.news-article44439260?searchTerm=Immigrant,,79,"Morning Post (Cairns, Qld. : 1897 - 1907)",235.60260009765625,very relevant
",:tl?.  L  i-  revolution  rlr'd  ""  i,:r  Gapon,  in  .  i""  t,  Uli  ..  ;ý.~,,  that  he  was  t  ""r-  '.  rl,oby  brineing  t  i  rep'orted  to  be",72805016,https://api.trove.nla.gov.au/v3/newspaper/72805016,INDESIRABLE IMMIGRANT.,Article,1907-11-08,3,3,"[?] revolution[?] trapped [?] Gapon, in [?] into [?] that he was [?] agent, thereby bringing",https://nla.gov.au/nla.news-article72805016?searchTerm=Immigrant,,225,The Horsham Times (Vic. : 1882 - 1954),235.60260009765625,very relevant
"/  'HOU  I  be  LED  THEM  for:  A  V  S"".   I  at  the  District  (our  joining.  More  Iron.   Pater,  It  T    Grigg  and  It  is  Uni  J  P's.  absurd  I.  Iladde«»,  nia. ter  of  war  It  Mrs    E""  rule  may  test  match  against  for  ultra  mg  a  in,   1  until  I  immigrant  to  enter  the  (Vnimoim  after.   January  is  the  provision  of  a  Ittuutgrali«  ii   '(Ulandi  O  Brien  boarding  officer,  ,ts|«>»  I  I  am  naturally  Ikvran  »iireerkhin,  tie  of  the  coloured  one  of  the  Victoria,  a  mining  The  Tassel  merry!  eyes  port  on  May)  During  the    night  Hw  inland  men  escaped.  this  inset  with  the  next  day.    Mr.    .   Inspector  Christie  with!  that  (an  effort  had  been  made  to  capture  the  man  and  to  all  their  elton,  a  large  reward  has  been  offend   Is,  11d  dant was    shot  in.  the  W  '?  '  ""'",9869091,https://api.trove.nla.gov.au/v3/newspaper/9869091,PROHIBITED IMMIGRANT.,Article,1905-05-12,6,6,"At the District Court yesterday, before Messrs. D[?]yer, P.M., T. [?] and R.P. [?] J.P.'s. Richard [?]. Haddock, master of the R.M.S. Vi[?] [?] was proceeded against for allowing a",https://nla.gov.au/nla.news-article9869091?searchTerm=Immigrant,,13,"The Argus (Melbourne, Vic. : 1848 - 1957)",235.60260009765625,very relevant
