article_text,article_id,article_URL,article_heading,category,article_date,article_page,article_page_sequence,article_snippet,article_Trove_URL,article_title_id,article_title_title,article_relevance_score,article_relevance_value
"Aboriginal   history   Sir,  —  Maurice  Dunlevy's  account  (The  Canberra  Times,  Novem-  ber  11)  of  the  request  by  professional  historians  for  a  government  grant  of  $1  million  to  fund  a  series  of  histories  to  commemorate  200  years  of  white  settle-  ment  in  Australia  should  raise  a  wry  smile  among  the  descendants  of  the  set-  tlers  who  came  to  the  country  40,000  and  per-  haps  even  100,000  years   ago.   If  the  historians  are  suc-  cessful  in  their  request  for  government  support,  I  sug-  gest  that  a  substantial  pro-  portion  of  this  sum  be  set  aside  to  enable  an  Aboriginal  scholar,  or  a  group  of  Aboriginal  schol-  ars,  to  write  the  history  of  their  country  from  their  own  point  of  view,  as  objec-  tively  as  is  humanly  pos-   sible.   I  do  not  know  how  many  Aboriginal  graduates  in  history,  there  are  already  in  the  country.  If  there  are  none,  then  10  years  is  long  enough  for  a  matriculant  to  complete  a  course  in  History  and  Pre-History  at  undergraduate  level.  He  or  she  could  then  offer  an  Aboriginal  history  of  Aus-  tralia  as  a  piece  of  post-  graduate  work,  which  would  compare  in  interest  with  most  of  the  doctoral  theses  I  have  seen.   DOROTHY  GREEN  Campbell.",110927277,https://api.trove.nla.gov.au/v3/newspaper/110927277,Aboriginal history,Article,1978-12-05,14,14,"Sir, — Maurice Dunlevy's account (The Canberra Times, November 11) of the request by",https://nla.gov.au/nla.news-article110927277?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),211.47157287597656,very relevant
"Aboriginal   viewpoint   Sir,  —  Senator  Kceffe  deserves  the  congratulations  of  all  Australians  for  so  powerfully  representing  and  incorporating  the  views  of  Aboriginal  people  in  his  opening  speech  on  Northern  Territory  land  rights,  and  Commonwealth  grants  to  States  for  the  benefit  of  Aboriginal  people  today   The  views  of  the  Aboriginal  and  islander  people  on  the  issues  which  affect  their  lives,  and  those  of  their  grandchildren,  are  at  last  being  heard  clearly  in  Federal  Parliament.  May  this   process  continue.   „  J  ,  JOHN  MOLONEY  Red  H|ll.",131803264,https://api.trove.nla.gov.au/v3/newspaper/131803264,Aboriginal viewpoint,Article,1976-12-27,2,2,"Sir,—Senator Keeffe deserves the congratulations of all Australians for so powerfully representing and incorporating",https://nla.gov.au/nla.news-article131803264?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),211.47157287597656,very relevant
"Aboriginal  fight   SYDNEY,  Monday:  The  National  Executive  of  the  Federal  Council  for  the  Advancement  of  Aborigines  and  Torres  Strait  Islanders  will  try  to  embarrass  the  Federal  Government  over  Aboriginal  land  rights.  The  council  plans  to  send  deputations  to  the  Prime  Minister,  Mr  Gorton,  and  possibly  the  United  Nations,  the  council's  acting  general  secretary,  Mrs  Faith  Bandler,  said  yesterday.  Mrs  Bandler  said  several  nation-wide  demonstrations  were  planned,  the  first  to  consist  of  silent  vigils  outside  Commonwealth  Parliamentary  Offices",250237749,https://api.trove.nla.gov.au/v3/newspaper/250237749,Aboriginal fight,Article,1970-10-05,6,6,"SYDNEY, Monday: The National Executive of the Federal Council for the Advancement of Aborigines and Torres Strait Islanders will try to embarrass the Federal Government over",https://nla.gov.au/nla.news-article250237749?searchTerm=aboriginal,1376,Papua New Guinea Post-Courier (Port Moresby : 1969 - 1981),211.47157287597656,very relevant
"ABORIGINAL  PROTEST   SYDNEY,  Tuesday.—  The  Aboriginal  people  of  Cunnamulla,  in  south-western  Queensland,  had  asked  Princess  Anne  to  ""have  a  cup  of  tea  with  them  on  the  rubbish  dump  where  they  live"",  Mrs  Kath  Walker  said  tonight.   Speaking  at  a  meeting  in  Sydney  called  by  the  Federal  Council  for  the  Advancement  of  Aborigines  and  Torres  Strait  Islanders,  Mrs  Walker  said  Aborigines  throughout  Queensland  would  demonstrate  ""passively""  during  the  Royal  tour.   Mrs  Walker  wore  a  long  black  dress,  a  red  plate  suspended  on  a  metal  chain  locked  around  her   neck,  and  a  red  cloth  band  around  her  head.  On  the  plate  were  printed  the  words,  ""Discarded  Government  property"".",107916973,https://api.trove.nla.gov.au/v3/newspaper/107916973,ABORIGINAL PROTEST,Article,1970-04-01,3,3,"SYDNEY, Tuesday.—Cunnamulla, in south-[?] asked Princess Anne to them on the rubbish du[?]",https://nla.gov.au/nla.news-article107916973?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),211.36964416503906,very relevant
"Aboriginal   education   Sir,  -  Pat  Eatock  has  accused  me  of  lying  about  the  existence  of  statistics  on  Aboriginal  edu  cation  being  in  the  Neal  and  Radford  report.  She  says,  ""Hay  ing  carefully  read  the  Neal  and  Radford  report,  I  can  assure  the  public  that  such  statistics  are  not  available  from  the  report"".   If  she  reads  the  report  a  little  more  carefully,  she_  will  find,  on  page  94,  the  following  statement:   ""It  is  estimated  that  of  the  eligible  children  already  more  than  70%  are  attending  pre  schools,  90%  primary  schools  and  70%  post-primary  sections  of  primary  schools  or  other  secondary  schools"".   As  to  the  definition  of  the  word  ""eligible"",  Mrs  Eatock  suggests  that  this  may  be  some  sneaky  distortion.  Dr  Neal  is  a  little  difficult  to  contact  at  the  University  of  Alberta,  but  Dr  Radford  is  available  at  the  Aus  tralian  Council  for  Educational  Research  in  Hawthorn,  Victoria.   Mrs  Eatock  quotes  statistics  of  high  drop-out  rate  at  the  Abor  iginal  pre  -  primary  Kormilda  College  in  Darwin,  suggesting  that  this  is  some  fault  of  the  Government.  That  survey  was  completed  in  1970,  after  three  years  of  operation  of  the  col  lege.  When  I  visited  there  re  cently,  I  was  assured  that  the  drop-out  rate  was  now  much  lower.  But  even  if  it  were  not,  would  Mrs  Eatock  please  tell  us  why  she  thinks  it  happens,  and  exactly  what  the  Govern  ment  should  do  about  it?   Mrs  Eatock  asks  for  an  explan  ation  of  ""why  the  Government  ignores  the  illegal  non-attend  .ance  of  school-age  'Aboriginal  children  yet  enforces  school  '  attendance  of  white  children?""   Again,  what  type  of  enforcement  would  Mrs  Eatock  like  to  see  the  Government  introduce?   When  I  had  a  discussion  with  Aboriginal  (and  these  were  real  Aborigines)  trainee  teachers  at  Kormilda  College,  one  of  the  complaints  to  me  was  that  too  many  Aboriginal  children  were  being  ""forced""  to  attend  second  ary  schools,  against  their  will.   The  Government  gets  a  lot  of  conflicting  advice  about  what  should  best  be  done  to  assist  Aborigines.  In  education,  the  Government  has  followed  the  recommendations  of  the  Watts-Gallacher  Report   It  it  interesting  that  tha  coin   slant  critics  of  the  Government  do  not  give  any  credit  for  high  standards  achieved  under  very  difficult  circumstances.  The  70%  of  Aboriginal  children  being  provided  with  pre-school  education,  in  spite  of  the  vast  distances  and  scattered  popula  tion,  is  far  better  than  for  the  rest  of  Australia.   If  Mrs  Eatock  was  really  so  ""concerned""  about  Aboriginal  problems,  why  has  she  not  taken  the  trouble  to  drive  down  to  Wreck  Bay,  to  visit  the  only  Aboriginal  settlement  in  the  ACT?   PETER  HUGHES   Liberal  Party  candidate   for  the  ACT  Barry  Drive,  Turner.",110623066,https://api.trove.nla.gov.au/v3/newspaper/110623066,Aboriginal education,Article,1972-11-30,2,2,"Sir, — Pat Eatock has accused me of lying about the existence of statistics on Aboriginal education being in the Neal and",https://nla.gov.au/nla.news-article110623066?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),211.36964416503906,very relevant
"Aboriginal  genocide   The  NSW  Premier  recently  stated  to  the  World  Congress  on  Law  that  the  law  had  become  ""a  means  of  bondage  and  cultural   oppression""  to  the  Australian  AboriginevS.  He  outlined  that  the  Aborigines  were  one  of  the  world's  most  deprived  and  depressed  minorities.  200  years  of  ruthless  oppression  sees  the  truth  of  this  statement.  In  April,  or  sometime  in  1928,  the  Workers'  Weekly  exposed  ill-  treatment  of  Aborigines  in  an  Alice  Springs  Police  Stockade.  At  about  the  same  time  I  exposed  the  shooting  of  a  whole  tribe  by  a  punitive  police  party  which  wiped  out  42  men,  women  and  children.  The  massacre  was  because  of  the  death  of  a  Constable  McColl  who  was  speared  by  an  Aborigine.  I  pointed  out  at  the  Inquiry  that  the  Aborigine  had  not  come  from  the  massacred  tribe.  The  Inquiry  found  my  allegations  proved,  but  the  killing  of  the  42  Aborigines  justified.  Mr  P  Johnson,  the  Federal  member  for  Brisbane,  has  ignorantly  stated  that  Aborigines  are  over-protected  and  overfed.  What  a  bloody  ......  !.  He  should  look  back  over  the  history  of  Queensland  and  see  the  record  of  genocidal  acts  as  carried  out  against  the  Aborigines  in  Queensland.  Since  the  present  government  has  been  in  power,  the  cause  of  Aboriginal  interests  has  become  greatly  neglected,  if  not  forsaken.   It  appears  to  me  that  there  is  no  constructive  solution  of  emancipating  the  Australian  Aborigine  under  capitalism  The  solution  can  only  come  under  socialism,  and  I  trust  that  this  may  come  in  the  next  generation  or  so,  otherwise  the  Aborigines  as  a  distinct  people  will  be  extinct.  Men  like  the  Premier  of  Queensland  and  P  Johnson  have  no  political  moral  standing  among  the  Australian  people,  least  of  all  the  Aborigines.  While  these  men  are  in  high  political  office,  particularly  in  Queensland,  Aborigines  can  never  obtain  human  justice  or  real  freedom.  It  is  men  such  as  these  -  too  many  to  quote  here  -  who,  like  Ian  Smith  of  Rhodesia,  have  kept  blacks  in  inhuman  bondage.  But  I  trust  it  won't  be  long  before  real  freedom  and  emancipation  will  come  to  these  people  including  the  Australian  Aborigines.  The  writing  is  clearly  on  the  wall.   G  Mulholland,  Hamilton,  NSDW.   This  letter  cut  for  length.",259731708,https://api.trove.nla.gov.au/v3/newspaper/259731708,Aboriginal genocide,Article,1977-08-24,10,10,"The NSW Premier recently stated to the World Congress on Law that the law had become ""a means of bondage and cultural",https://nla.gov.au/nla.news-article259731708?searchTerm=aboriginal,1002,"Tribune (Sydney, NSW : 1939 - 1991)",211.36964416503906,very relevant
"Princess  Esther  Kamatari  of  Burundi  pats  a  joey  at  Tidbinbilla  Nature  Reserve  yesterday.  She  was  in  Canberra  for  the  judging  of  the  Quest  of  Quests  last  night.  Her  father  was  the  King  of  Burundi,  killed  in  a  military  coup   in  1976.   ,  _  j   Aboriginal  grants   BRISBANE:  The  Queensland  Minister  for  Aboriginal  and  Islanders  Advancement,   Mr  Porter,  told  State  Parliament  yesterday  that  there  were  some  instances  where  the  Commonwealth  provided  money   that  was  not  in  the  best  interests  of  Aborigines.   He  was  speaking  in  reply  to  a  question  from  the  State  Opposition  Leader,  Mr  Casey,  who  had  asked  whether  it  was  true  the  Queensland  Government  had  underspent  by  more  than  S3  million  iii  Commonwealth  grants  over  the  past  four  years.   Mr  Porter  said  there  were  many  areas   where  the  Commonwealth  had  made  money  available,  but  where  ""we  don't  feel  it's  in  the  best  interests  of  the  people  concerned"".   The  Federal  Minister  for  Aboriginal  Affiars,   Senator  Chaney,  told  Senator  Keeffe  (Lab,  Qld)  in  the  Senate  yesterday  that  the  program  to  rebuild  houses  destroyed  by  a  cyclone  was  running  behind  schedule.   As  a  result  there  had  been  some  underspending   of  Commonwealth-provided  funds  in  Queensland  and  the  funds  had  been  repaid  as  was  required  under  the  arrangements  between  the  Commonwealth  and  the  States.",110599084,https://api.trove.nla.gov.au/v3/newspaper/110599084,Aboriginal grants,Article,1979-09-20,3,3,"BRISBANE: The Queensland Minister for Aboriginal and Islanders Advancement, Mr Porter, told State Parliament yesterday that there were some instances",https://nla.gov.au/nla.news-article110599084?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),211.36607360839844,very relevant
"Aboriginal   housing   MELBOURNE,  Wed  nesday.  —  The  Feder  al  Government  had  hand  ed  the  responsibility  for  housing  Aborigines  in  Vic  toria  back  to  the  State  within  a  month  of  accept  ing  it,  the  Victorian  Minis  ter  for  Aboriginal  Affairs,  Mr  Dickie,  said  today.   Victoria  had  been  asked  to  resume  the  responsi  bility  and  had  been  told  it  would  get  an  additional   housing  allocation  of  5200,000.   The  Federal  Minister,  Mr  Bryant,  said  tonight  that  the  additional   $200,000  would  bring  Vic  toria's  Aboriginal  housing  funds  to  S530.000  this  fi  nancial  year.  Mr  Dickie  had  told  him  that  there  were  only  45  Aboriginal  families  on  waiting  lists  but  he  believed  that  many  of  the  State's  12  00  to  1,500  Aboriginal  families  were  in  need  of  better  housing.",110750559,https://api.trove.nla.gov.au/v3/newspaper/110750559,Aboriginal housing,Article,1973-10-04,3,3,"MELBOURNE, Wednesday. — The Federal Government had handed the responsibility for",https://nla.gov.au/nla.news-article110750559?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),211.36607360839844,very relevant
"Aboriginal  heritage   Jon  Rhodes  is  a  photographer,  born  1947  in  Wagga,  who  has  amongst  other  projects,  recently  made  educational  films  in  India.   (BY  RUTH  FAERBER)   His  exhibition  at  the  Australian  Centre  for   Photography  of  a  “snap   shot”  series,  shows  the  im-  pact  of  bauxite  mining  on  an  Aborigine  community  in  the  Cape  York  Peninsula  and  is,  in  fact,  also  an  education  to  busy  city   dwellers.   The  political  history  of  the  encroachment  of  mining  companies  since  1966,  into  the  land  and  the  life  style  of  the  Aborigines,  is  presented  in  the  catalogue  in  the  form  of  a  collection  of  documented  quotes  from  court  proceedings,  literature  and  actual  data,  illustrated  by  monotone  photographs  which,  by  their  natural   spontaneous  images  and,  relaxed,  ordered  presen-  tation,  unfold  the  facts  with  conviction  based  on  reason.   Any  one  of  the  sensitively  composed  photos  could  exist  individually  as  genre  or  landscape  pictures;  col-  lectively  they  represent  an  insistent  documentation  of  a  community’s  resistance  to  corporation  power,  their  ‘homeland  movement’  at-  tempting  a  return  to  trad-  itional  crafts  and  life  style,  and  their  inevitable  sign  of  partially  succumbing  to  prevailing  alien  influences.   In  the  upstairs  gallery  a  particularly  choice  mixed  international  exhibition  of  enlarged  colour  photographs  (originally  produced  on  the  Polaroid   camera)  includes  such  im-  portant  names  as  Charles  Eames,  Ikko,  Sam  Haskins  etc.,  also  the  Melbourne  photographer  Robert  Ashton.   *  *  *  *  .   Prints  of  another   medium  and  vintage  celebrate  the  2nd  an-  niversary  of  Stadia  Graphics  Gallery  and  tran-  sform  it  into  an  array  of  large  scale  colourful  posters.   Titled  “La  Belle  Epoque”  they  cover  the  period  1880-1914  during  France’s  exhilarating  wave  of  industrial  ex-  pansion  and  prosperity;  and  the  theatre,  newly  developed  means  of  tran-   sport  and  newly  manufac-  tured  products  found  their  representation  in  these  hand  printed  lithographic  commercial  posters.   Shades  of  decorative  art  noveau  swirls  and  curls,  mix  with  the  more  oriental  print  influence  of  flat  strong  colour.   Toulouse-Lautrec,  Muc-  ha,  Steinlen,  Cheret  feature  amongst  the  18  artists  in-  cluded  in  what  is  certainly  a  tour-de-force  of  style,  scale  and  the  spice  of  life.   The  Sydney  Print-  makers’  annual  exhibition  at  the  Macquarie  Galleries  offers  a  more  sober  (and  contemporary)  collection  of  prints,  but  no  less  in-  teresting.   The  variety  of  techniques  employed  and  the  crisp  professional  standard  results  in  an  exhibition  of   improved  all  round  quality   •  Valda  Morris  shows  a  remarkable  ability  to  manipulate  paint  qualities  in  her  numerous  abstract  works  at  the  Little  Gallery.  She  projects  a  sweeping  spacial  flow  in  the  transparent  and  intermingling  glazes,  as  they  separate  and  resettle  into  delicate  pools  and  tracery  of  rich  colour.  Unity  of  form  asserts  itself  as  she  contains  this  active  surface  against  a  foil  of  uninflected  stable  hue.  The  intimate  nature  of  these  works  draws  the  viewer  in  revealing  also  her  representation  of  man  as  a  small  help-   less  being  caught  in  the  forces  of  destiny.",263291570,https://api.trove.nla.gov.au/v3/newspaper/263291570,Aboriginal heritage,Article,1976-09-09,22,22,"Jon Rhodes is a photographer, born 1947 in Wagga, who has amongst other projects, recently made educational films in India. His exhibition at the Australian Centre for",https://nla.gov.au/nla.news-article263291570?searchTerm=aboriginal,1694,"The Australian Jewish Times (Sydney, NSW : 1953 - 1990)",211.36607360839844,very relevant
"Aboriginal   'embassy'   Sir,  —  I  do  not  like  the  Abori  gines  establishing  an  ""embassy""  in  Canberra  or  anywhere  else  in  Australia,  becatisc  an  embassy  represents  foreign  countries  while  the  Aborigines  arc  not  foreigners.  What  1  would  like  to  see,  .the  Government  has  started  already  —  representatives  in  Parliament,  Government  depart  ments  and  industry  so  that  we  can  mix  more  and  bring  more  understanding  between  blacks  and  whites  and  sort  out  the  dif  ferences,  if  any.  An  embassy  will  prevent  spirit  and  unity  among  Australians.  Let's  put  bitterness  away  and  live  in  peace  with  each   other.   A.  LYRAS  Garran,",110763775,https://api.trove.nla.gov.au/v3/newspaper/110763775,Aboriginal 'embassy',Article,1974-03-01,2,2,"Sir,—I do not like the Aborigines establishing an ""embassy"" in Canberra or anywhere else in Australia, because an embassy",https://nla.gov.au/nla.news-article110763775?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),211.29513549804688,very relevant
"Aboriginal  funds   The  NSW  Government  should  not  abandon  Aborigines  just  bccause  the  Federal  Government  provided  funds  for  their  special  needs,  the  Minister  for  Aboriginal  Affairs,  Mr  Vincr,  said   in  a  reply  yesterday  to  Mr  Ruddock  (Lib,  NSW),  who  had  referred  to  a  statement  by  the  NSW  Housing  Minister,   Mr  Mulock,  that  the  NSW  Government1  could  not  do  anything  about  a  housing  claim  as  it  was  a  Federal  affair.",110866852,https://api.trove.nla.gov.au/v3/newspaper/110866852,Aboriginal funds,Article,1977-09-21,12,12,"The NSW Government should not abandon Aborigines just because the Federal Government provided funds for their special needs, the Minister",https://nla.gov.au/nla.news-article110866852?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),211.29513549804688,very relevant
"Aboriginal  Embassy   Contributed  by  NOEL  HAZARD   CANBERRA:  An  hour  before  midnight  last  Wednesday,  four  Black  Power  mili  tants  set  up  an  ""Aboriginal  Embassy""  opposite  Parliament  House,  Canberra,  as  a  protest  against  the  decision  of  the   Federal  Government  not  to  recognise  Aboriginal  land  rights  (see  p.  7)  Within  15  minutes  of  doing  so  and  notifying  the  press,  they  had  their  first  visitors  —  two  cops.  The  four  were  Mike  Anderson  (spokes  man  for  the  group),  Billie  Craigie,  Bert  Williams  and  Tony  Correy,  who  travelled  from  Sydney  to  initiate  the  vigil,  which  they  say  will  continue  until  mid-February  when  Parliament  resumes.  Mike  Anderson  said  that  by  that  time  there  should  be  about  two  hundred  Ko-  ories  (Aborigines)  from  all  parts  of  Aus  tralia  camped  on  Parliament's  front  lawn.  The  demand  is  for  the  recognition  of  the  rights  of  Koories  to  existing  Abori  ginal  lands  and  compensation  for  those  already  lost.  ""The  government  has  allo  cated  $5  million  as  a  form  of  compensa-  .  .  tion_..to  buy  land  for  Aborigines.  Even  $500  million  wouldn't  be  enough"",  said  Mike  Anderson.  And  this  is  -obvious  when  one  just  con  siders  the  great  mineral  wealth  that  is  being  extracted  from  the  already  existing  reserves  like  Gove  where  the  giant  Nabal-  co  firm  is  mining  bauxite  to  the  profit  of  a  few  capitalists,  while  giving  pin-  '  money  in  royalties.  This  scheme  of  things  has  the  full  support  of  the  government  as  stated  in  its  recent  policy  that  ""it  was  in  the  national  interst,  as  well  as  largely  in  the  interests  of  the  Aboriginal  themselves,  for  mineral  exploration  and  development  on  Aboriginal  reserves  to  continue.""  (Press  reports  on  Monday  indicated  that  the  defiant  Aboriginal  Embassy  outside  Parliament  House  had  grown  to  four  tents  and  seven  people.)",237864543,https://api.trove.nla.gov.au/v3/newspaper/237864543,Aboriginal Embassy,Article,1972-02-01,12,12,"CANBERRA: An hour before midnight last Wednesday, four Black Power militants set up an ""Aboriginal Embassy"" opposite Parliament House, Canberra, as",https://nla.gov.au/nla.news-article237864543?searchTerm=aboriginal,1002,"Tribune (Sydney, NSW : 1939 - 1991)",211.29513549804688,very relevant
"Aboriginal   affairs   MELBOURNE,  Friday.  —  The  Victorian  Abori  ginal  Affairs  Advisory  Council  has  rejected  a  Commonwealth  proposal  take  over  Aboriginal  affairs  in  Victoria.   The  State  Minister  for  Aboriginal  Affairs,  Mr  Dickie,  had  referred  the  matter  to  the  council  for  consideration.   The  director  of  Abori  ginal  Affairs,  Mr  Reg  Worthy,  said  tongiht,  ""The  council  resolved  that  the  transfer  of  responsibility  for  Aboriginal  affairs  in  Victoria  to  the  Common  wealth  would  not  advance  the  interest  of  Aborigines  in  Victoria"".",110740088,https://api.trove.nla.gov.au/v3/newspaper/110740088,Aboriginal affairs,Article,1973-07-28,7,7,"MELBOURNE, Friday. — The Victorian Aboriginal Affairs Advisory Council has rejected a",https://nla.gov.au/nla.news-article110740088?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),210.80523681640625,very relevant
"Aboriginal   grant   The  Aboriginal  Mcdical  Service  at  Redfern,  Syd  ney,  had  been  granted  5120,000  for  the  period  July  to  September,  the  Minister  for  Aboriginal  Affairs,  Mr  Vincr,  said  yesterday.   He  said  S65,000  would  be  for  operating  expenses  and  S55.000  for  reno  vation.   There  had  never  been  any  suggestion  of  reducing  operating  funds  for  the   scrviec.   i",110857044,https://api.trove.nla.gov.au/v3/newspaper/110857044,Aboriginal grant,Article,1977-07-28,7,7,"The Aboriginal Medical Service at Redfern, Sydney, had been granted £120,000 for the period",https://nla.gov.au/nla.news-article110857044?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),210.80523681640625,very relevant
"Aboriginal   successor   DARWIN:  The  white  manager  of  the  Northern  Land  Council,  Mr  Alex  Bishaw,  is  to  stand  down  from  the  position  in  favour  of  an  Aboriginal  successor.  Mr  Bishaw,  who  has  oc  cupied  the  position  on  sec  ondment  from  the  Depart  ment  of  Aboriginal  Affairs  since  the  Northern  Land  Council's  inception  in  1976,  said  yesterday  he  ex  pected  to  vacate  the  office  in  four  to  six  weeks.",110935877,https://api.trove.nla.gov.au/v3/newspaper/110935877,Aboriginal successor,Article,1979-03-20,7,7,"DARWIN: The white manager of the Northern Land Council, Mr Alex Bishaw, is to stand down",https://nla.gov.au/nla.news-article110935877?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),210.80523681640625,very relevant
"Aboriginal  question   Sir,  —  Sylvia  Whyte  (Letlers,  September  7),  while  claiming  to  have  had  some  sympathy  for  Aboriginal  Australians  shows  a  lack  of  any  understanding  of  the  injustices  faced  by  Aborigines.   She  suggests  that  only  the  great-grandfathers  of  _  today's  Aborigines  suffered  injustice.  However  the  injustice  only  start  ed  with  the  great-grandfathers.   The  1960s  and  1970s  have  seen  the  continued  process  of  white  people  taking  land  front  Aborigines  (Bagot,  Gove,  Ma  poon)  and  there  is  growing  con  cern  that  the  Queensland  Government  has  its  greedy  eye  on  Palm  Island.   In  a  survey  of  Aboriginal  housing  in  NSW  (one  of  the  bet  ter  States)  C.  D.  Rowley  re  ported  that  37  per  cent  were'  classified  as  shacks,  51  per  cent  with  no  or  not  enough  beds,  49  per  cent  with  no  laundry,  46  per  cent  with  no  separate  kitchen,  38  per  cent  with  no  water  supply  and  41  per  cent  with  no  garbage  disposal.   The'  Australian  Press  in  recent  years  has  publicised  the  high  infant  mortality  rales  among  Aborigines,  sub-standard  nutrition  to  a  degree  leading  to  permanent  handicap  and  the  high  incidence  of  blindness.   About  one-third  of  persons  in  prison  in  Western  Australia  are  Aboriginal  (overwhelmingly  on  trivial  offences),  although  they  only  account  for  one  per  cent  of  that  State's  population.   When  it  comes  to  employment,  Aboriginals  can  only  find  low  paid  jobs  if  they  are  lucky  enough  to  score  a  job.   S.  Whyte  says  that  the  Abori  gines  on  the  Frost  show  were  ill  mannered,  foul-mouthed  hooli  gans.  Rather  they  were  angry   and  frustrated.   Who  can  blame  Ihem  when   people  like  S.  Whytc  sit  in  their  comfortable  houses  and  allow  in  justices  like  the  above  to  take  place?   S.  VVhyte  does  not  mention  what  the  Aborigines  on  the  Frost  show  were  asking  for  —  land,  compensation  and  the  control  of  the  Department  of  Aboriginal  Affairs,  ie  their  own  affairs.   If  S,  Whyte  was  not  even  pre   pared  to  listen  to  them  and  con  sider  what  they  were  asking,  how  could  she  claim  to  have  been  sympathetic.   GEOFF  ROBERTSON  Cook.",136985413,https://api.trove.nla.gov.au/v3/newspaper/136985413,Aboriginal question,Article,1974-09-14,2,2,"Sir, — Sylvia Whyte (Letters, September 7), while claiming to have had some sympathy for Aboriginal Australians shows a",https://nla.gov.au/nla.news-article136985413?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),210.80523681640625,very relevant
"Aboriginal  land   The  Aboriginal  plight  concerns  me  very  much,  and  I  am  over  conscious  that  this  is  their  land.  Aboriginal  leaders,  please  come.  up  with  a  more  positive  way  of  proving  that  you   also  feel  that  this  is  your  land.  People  have  an  Embassy  in  a  foreign  country,  not  in  their  own!   W  M  Duyker,  Kingsley,  W  A.",236922496,https://api.trove.nla.gov.au/v3/newspaper/236922496,Aboriginal land,Article,1976-07-28,11,11,"The Aboriginal plight concerns me very much, and I am over conscious that this is their land. Aboriginal leaders, please come up with a more positive way of proving that you",https://nla.gov.au/nla.news-article236922496?searchTerm=aboriginal,1002,"Tribune (Sydney, NSW : 1939 - 1991)",210.80523681640625,very relevant
"ABORIGINAL  WOMEN'S  CONFERENCE   'Polities'  of   Aboriginal   housing   Until  Aborigines  ob  tain  more  political  sup  port  it  is  unlikely  that  government  spending  on  Aboriginal  housing  will  be  increased  suffi  ciently  to  reduce  the  housing  backlog  over  a  20-year  period,  while  keeping  pace  with  population  growth,  Miss  Frances  Lovejoy  said  yesterday.   Miss  Lovejoy,  a  mem  ber  of  the  Department  of  Economic  Statistics,  Uni  versity  of  Now  England,  Armidale,  was  addressing  yesterday's  session  of  the  National  Council  of  Abor  iginal  and  Island  Women,  at  the  Australian  National  University.   Miss  Lovejoy  said  that  because  much  Aboriginal  housing,  such  as  fringe  settlements,  arc  so  obvi  ously  sub-standard,  govern  ments  may  be  sensitive  to  embarrassment  caused  by  overseas  exposure  of  such  obvious  evidence  of  racial   discrimination  and,  at  least,  attempt  to  eliminate  the  more  spectacular  mani  festations  of  Aboriginal  poverty.   ""Aborigines  form  a  relatively  small  proportion  of  the  total  Australian  population,  about  one  to  three  per  cent  and,  con  sequently,  it  may  be  better  strategy  for  many  Abor  igines  to  avail  themselves  of  Housing  Commission  facilities  to  which  tlicy  arc  already  entitled  rather  than  to  rely  on  special  housing  provision  by  Aboriginal  welfare  authorities"",  Miss  Lovcjoy  said.   The  Minister  for  the  Environment,  Aborigines  and  the  Arts,  Mr  Howson.  met  three  delegates  to  the  convention  on  Thursday  but  was  not  invited  to  the  conference.   A  spokesman  for  Mr  Howson's  office  said  last  night  that  it  was  not  ""nor  mal  procedure'""  for  the  Minister  to  be  invited  to  such  a  conference.   Mr  Howson  is  at  present  in  Melbourne.",101754822,https://api.trove.nla.gov.au/v3/newspaper/101754822,ABORIGINAL WOMEN'S CONFERENCE 'Politics' of Aboriginal housing,Article,1972-01-29,9,9,Until Aborigines obtain more political support it is unlikely that government spending,https://nla.gov.au/nla.news-article101754822?searchTerm=aboriginal,11,The Canberra Times (ACT : 1926 - 1995),198.99090576171875,very relevant
